,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
375,Kapit,78,MY,1561686853,53,2.02,112.93,88.34,3.06
376,Bayan,100,CN,1561686853,78,46.08,127.4,68.43,6.58
377,Glace Bay,75,CA,1561686659,76,46.2,-59.96,54.0,3.36
378,Gamba,40,GA,1561686854,87,-2.65,10.0,70.36,7.38
379,Paragould,1,US,1561686623,88,36.06,-90.5,82.4,4.7
380,Biertan,5,RO,1561686854,93,46.13,24.52,64.4,3.36
381,Mananjary,100,MG,1561686854,98,-21.22,48.33,69.31,4.94
382,Rio Gallegos,0,AR,1561686625,85,-51.62,-69.22,24.8,11.41
383,Moree,0,AU,1561686854,49,-29.47,149.85,69.01,11.41
384,Spalding,21,GB,1561686855,87,52.79,-0.15,55.99,14.99
385,Buala,59,SB,1561686855,74,-8.14,159.59,83.39,7.2
386,Linxia,100,CN,1561686855,55,35.6,103.21,59.23,4.9
387,Anito,68,PH,1561686855,57,12.45,125.29,90.84,6.55
388,Santa Maria del Oro,0,MX,1561686856,32,25.93,-105.37,76.44,9.42
389,Menongue,0,AO,1561686856,55,-14.66,17.69,50.7,4.68
390,Verkhoyansk,72,RU,1561686856,30,67.54,133.38,78.31,14.23
391,Annigeri,75,IN,1561686856,94,15.43,75.43,71.6,8.05
392,Umm Lajj,0,SA,1561686856,59,25.02,37.27,86.88,12.64
393,Dalvik,40,IS,1561686857,93,65.97,-18.53,51.8,3.36
394,Seymchan,100,RU,1561686857,72,62.88,152.43,52.86,7.67
395,Kristiansund,100,NO,1561686857,93,63.11,7.73,51.8,18.34
396,Tabou,100,CI,1561686857,92,4.42,-7.35,74.07,3.51
397,Luganville,100,VU,1561686741,98,-15.53,167.17,71.37,4.59
398,Shebunino,90,RU,1561686858,72,46.43,141.86,54.18,5.57
399,Husavik,40,IS,1561686858,93,66.04,-17.34,51.8,3.36
400,Sibut,56,CF,1561686858,97,5.72,19.07,68.76,1.19
401,Saint-Francois,0,FR,1561686858,94,46.42,3.91,69.8,3.53
402,Trelew,100,AR,1561686594,56,-43.25,-65.31,36.82,13.13
403,Nchelenge,40,ZM,1561686858,65,-9.35,28.73,56.98,8.9
404,Ulaanbaatar,75,MN,1561686859,71,47.91,106.88,51.8,11.18
405,Omboue,42,GA,1561686668,82,-1.57,9.26,74.26,14.65
406,Muros,0,ES,1561686859,93,42.78,-9.06,60.01,11.97
407,Gibara,75,CU,1561686859,78,21.11,-76.13,80.6,11.41
408,Ponta Delgada,20,PT,1561686859,72,37.73,-25.67,62.6,4.7
409,Matamoros,75,MX,1561686619,28,25.53,-103.25,95.0,16.11
410,Yamoussoukro,90,CI,1561686860,100,6.82,-5.28,73.4,6.93
411,Linjiang,100,CN,1561686860,48,41.81,126.91,77.45,11.88
412,Boryslav,0,UA,1561686860,87,49.29,23.43,60.01,6.71
413,Havelock,1,US,1561686767,54,34.88,-76.9,82.4,3.36
414,Ponoka,90,CA,1561686861,93,52.68,-113.58,62.01,10.29
415,Komsomolskiy,32,UZ,1561686861,60,40.43,71.72,71.6,4.7
416,Beidao,99,CN,1561686861,64,34.57,105.89,63.46,5.97
417,Belmonte,40,BR,1561686861,88,-15.86,-38.88,69.8,3.36
418,Janfida,0,AM,1561686862,52,40.04,44.02,69.8,5.7
419,Mangrol,100,IN,1561686862,81,21.12,70.12,83.98,15.88
420,Balabac,100,PH,1561686862,68,7.99,117.06,87.08,13.82
421,Zelenoborsk,28,RU,1561686862,44,61.47,64.03,61.2,3.53
422,Gashua,89,NG,1561686862,41,12.87,11.05,87.06,14.27
423,Kiama,20,AU,1561686863,63,-34.68,150.87,66.99,4.7
424,Najran,0,SA,1561686863,16,17.49,44.13,84.2,5.82
425,Tautira,40,PF,1561686863,69,-17.73,-149.15,82.4,8.05
426,Banda Aceh,99,ID,1561686863,78,5.56,95.32,83.44,16.49
427,Esil,91,KZ,1561686863,59,51.96,66.4,57.4,11.21
428,Lixourion,0,GR,1561686864,73,38.2,20.43,77.0,6.04
429,Presidencia Roque Saenz Pena,100,AR,1561686864,80,-26.79,-60.44,62.82,8.41
430,Kainantu,100,PG,1561686864,64,-6.29,145.87,70.86,4.29
431,Vysokogornyy,77,RU,1561686864,40,50.12,139.15,66.9,2.95
432,Boa Vista,40,BR,1561686634,88,2.82,-60.67,78.8,3.36
433,Lamu,1,KE,1561686864,76,-2.27,40.9,78.8,14.67
434,Ust-Omchug,100,RU,1561686865,73,61.15,149.63,49.28,11.79
435,Carutapera,0,BR,1561686865,87,-1.2,-46.02,77.81,6.08
436,Gibsons,90,CA,1561686865,59,49.4,-123.5,66.99,9.17
437,Alyangula,62,AU,1561686865,61,-13.85,136.42,80.6,10.29
438,Aguilas,0,ES,1561686865,58,37.41,-1.58,66.99,4.63
439,Lakes Entrance,0,AU,1561686866,59,-37.88,147.98,64.99,6.38
440,Ust-Ilimsk,0,RU,1561686866,26,58.0,102.66,83.01,8.79
441,Scarborough,2,GB,1561686866,87,54.28,-0.4,55.0,8.05
442,Anadyr,75,RU,1561686866,71,64.75,177.48,51.8,13.42
443,Deputatskiy,0,RU,1561686593,19,69.3,139.9,71.58,6.89
444,Rozhdestveno,40,RU,1561686866,100,53.24,50.06,51.8,4.47
445,Igarka,100,RU,1561686867,68,67.47,86.58,56.05,10.98
446,Dukat,100,RU,1561686867,78,62.55,155.55,48.15,5.23
447,Ballater,90,GB,1561686867,100,57.05,-3.04,54.0,4.7
448,Ranong,40,TH,1561686867,88,9.97,98.63,82.4,4.7
449,Entebbe,20,UG,1561686867,94,0.06,32.45,68.0,5.82
450,Yala,0,TH,1561686868,94,6.54,101.28,78.8,5.82
451,Tayoltita,53,MX,1561686868,79,24.08,-105.93,69.28,1.25
452,Monrovia,75,LR,1561686868,94,6.3,-10.8,75.2,2.13
453,Santa Rosalia,81,MX,1561686868,25,27.32,-112.28,83.82,5.77
454,Novopavlovka,99,RU,1561686868,89,51.22,109.21,55.36,6.96
455,Eyemouth,0,GB,1561686869,93,55.87,-2.09,55.0,3.36
456,Marsa Matruh,20,EG,1561686679,88,31.35,27.25,75.2,5.82
457,Glyadyanskoye,100,RU,1561686869,65,54.91,65.09,57.92,4.27
458,Aviles,9,ES,1561686869,82,43.55,-5.92,66.99,1.99
459,Shancheng,100,CN,1561686869,57,34.8,116.08,89.01,3.87
460,Post Falls,90,US,1561686869,59,47.72,-116.95,66.99,10.29
461,Westport,1,US,1561686870,64,41.14,-73.36,79.0,3.71
462,Kodiak,1,US,1561686870,56,57.79,-152.41,68.0,5.82
463,Canning,75,IN,1561686870,84,22.32,88.67,87.8,9.17
464,Moba,100,CN,1561686870,73,33.23,105.02,72.0,1.01
465,Bridgetown,40,BB,1561686871,74,13.1,-59.62,82.4,21.92
466,Bystrice nad Pernstejnem,0,CZ,1561686871,62,49.52,16.26,60.01,6.93
467,Anzio,0,IT,1561686871,64,41.49,12.62,79.0,4.7
468,Mali,100,GN,1561686871,98,12.08,-12.3,70.88,1.61
469,Verkhnetulomskiy,75,RU,1561686871,93,68.61,31.8,39.2,2.24
470,Sola,100,VU,1561686872,79,-13.88,167.55,81.05,10.47
471,Pavlodar,75,KZ,1561686872,81,52.3,76.95,53.6,6.71
472,Ostrovnoy,100,RU,1561686872,96,68.05,39.51,38.84,15.84
473,Samarai,86,PG,1561686872,92,-10.62,150.67,77.94,7.11
474,Laguna,1,US,1561686872,41,38.42,-121.42,81.0,9.17
475,Haapiti,40,PF,1561686873,69,-17.57,-149.87,82.4,8.05
476,Wenling,24,CN,1561686873,81,28.37,121.36,88.0,1.99
477,Paka,75,MY,1561686873,94,4.64,103.44,80.6,5.82
478,Shimoda,75,JP,1561686873,83,34.67,138.95,88.0,18.34
479,Teguise,0,ES,1561686771,73,29.06,-13.56,69.8,11.41
480,Ahipara,4,NZ,1561686873,65,-35.17,173.17,59.2,13.29
481,Sept-Iles,90,CA,1561686619,87,50.2,-66.38,55.99,12.75
482,Pasni,39,PK,1561686874,76,25.26,63.47,83.86,1.57
483,Kavieng,100,PG,1561686874,74,-2.57,150.8,84.49,13.13
484,Muzhi,86,RU,1561686874,52,65.37,64.67,60.01,8.37
485,Port Blair,100,IN,1561686619,79,11.67,92.75,83.91,26.46
486,Tromso,75,NO,1561686874,81,69.65,18.96,42.8,28.86
487,Gawler,0,AU,1561686875,45,-34.6,138.73,71.01,20.8
488,Rivadavia,0,AR,1561686875,45,-33.19,-68.46,48.2,3.36
489,Southampton,20,GB,1561686875,87,50.9,-1.4,57.99,11.41
490,Caraquet,90,CA,1561686875,93,47.79,-64.94,59.0,3.36
491,Palo Alto,75,US,1561686876,52,37.44,-122.14,69.8,16.11
492,Maceio,0,BR,1561686876,83,-9.67,-35.74,69.8,0.45
493,Ternate,41,ID,1561686876,83,0.8,127.4,81.75,19.91
494,Samoylovka,100,RU,1561686876,51,51.18,43.71,66.0,3.0
495,Sisimiut,71,GL,1561686877,85,66.94,-53.67,36.14,21.39
496,Makakilo City,75,US,1561686877,78,21.35,-158.09,84.99,6.93
497,Port Keats,56,AU,1561686877,40,-14.25,129.55,80.65,7.31
498,Qaqortoq,0,GL,1561686877,75,60.72,-46.03,46.4,5.82
499,Smithers,40,CA,1561686877,38,54.78,-127.17,73.4,3.36
500,Torzhok,100,RU,1561686878,96,57.04,34.96,49.59,15.75
501,Jipijapa,0,EC,1561686878,80,-1.33,-80.58,74.34,11.14
502,Jaisalmer,0,IN,1561686878,63,26.91,70.92,85.91,20.89
503,Bantva,75,IN,1561686878,89,21.49,70.07,84.2,14.99
504,Walvis Bay,0,NA,1561686878,77,-22.96,14.51,59.0,5.82
505,Cosala,0,MX,1561686878,66,24.41,-106.69,86.0,5.99
506,Grindavik,90,IS,1561686879,100,63.84,-22.43,53.6,16.11
507,Progreso,75,MX,1561686879,65,21.28,-89.67,82.99,6.93
508,Namatanai,39,PG,1561686879,73,-3.67,152.43,83.57,9.04
509,Tatarskaya Pishlya,100,RU,1561686879,95,54.06,44.9,60.55,14.99
510,Sungaipenuh,83,ID,1561686880,63,-2.08,101.38,84.07,3.44
511,Tshikapa,22,CD,1561686880,51,-6.42,20.8,67.05,1.36
512,Kilindoni,0,TZ,1561686880,78,-7.91,39.67,74.61,19.22
513,Gliwice,0,PL,1561686880,93,50.3,18.68,60.01,5.82
514,San Cristobal,40,VE,1561686880,45,7.77,-72.22,87.8,6.93
515,Bastia,0,FR,1561686881,57,42.7,9.45,81.0,5.82
516,Sao Filipe,0,CV,1561686881,86,14.9,-24.5,73.92,20.42
517,Darnah,0,LY,1561686881,83,32.77,22.64,77.4,19.62
518,Bani Walid,0,LY,1561686881,67,31.76,13.99,70.16,2.42
519,San Rafael,0,AR,1561686881,49,-34.62,-68.33,46.63,3.83
520,Santa Cecilia,25,BR,1561686882,99,-26.96,-50.43,54.37,4.41
521,Kedougou,100,SN,1561686882,90,12.56,-12.17,76.82,5.03
522,Kavaratti,100,IN,1561686882,74,10.57,72.64,83.19,17.11
523,Caarapo,81,BR,1561686882,90,-22.63,-54.82,66.34,8.79
524,Porirua,6,NZ,1561686882,66,-41.13,174.85,55.0,12.75
525,Cabinda,49,AO,1561686883,80,-5.55,12.2,72.55,13.6
526,La Palma,1,US,1561686617,56,33.85,-118.05,78.8,10.29
527,Mendi,90,PG,1561686883,94,-6.18,143.65,62.78,3.98
528,Stephenville,90,US,1561686883,62,32.22,-98.2,84.99,5.82
529,Valparaiso,40,CL,1561686883,87,-33.04,-71.63,51.8,5.82
530,Beira,0,MZ,1561686884,95,-19.84,34.84,61.63,3.27
531,Harnosand,100,SE,1561686884,57,62.63,17.94,52.0,8.05
532,Pemangkat,87,ID,1561686884,79,1.17,108.97,83.08,18.39
